Customer ID,Age,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Product_ID,Gender_Female,Category_Accessories,Category_Clothing,Category_Footwear,Category_Outerwear,Location_encoded,Size_encoded,Color_encoded,Subscription Status_encoded,Shipping Type_encoded,Discount Applied_encoded,Payment Method_encoded,Season_cycle,Season_sin,Season_cos,Frequency_score,Customer_Loyalty_Score,Dominant_Season,Interaction_Score
23,0.7846785141555289,Pants,-0.9612371119777348,California,M,Peach,Summer,-0.7679443143362397,Yes,Store Pickup,Yes,Yes,0.46025171034524953,Debit Card,Annually,Pants_Clothing_M_Peach,0,0,1,0,0,4,1,15,1,5,1,3,2,1.2246467991473532e-16,-1.0,-1.3503898852387695,-0.15605526995740793,Winter,-0.8259321536286881
24,-0.8594483448512854,Pants,1.1922648937709213,Oklahoma,XL,White,Winter,0.9077267930367581,Yes,Express,Yes,Yes,1.0140661020600008,Credit Card,Weekly,Pants_Clothing_XL_White,0,0,1,0,0,35,3,23,1,1,1,2,0,0.0,1.0,1.0516719402714705,1.0262952169325885,Winter,0.993088223257007
25,-1.7143943115348288,Jacket,-1.5946200548449865,Florida,M,Green,Fall,-1.1868620911794894,Yes,Store Pickup,Yes,Yes,-0.6473770730842529,Debit Card,Weekly,Jacket_Outerwear_M_Green,0,0,0,0,1,8,1,8,1,5,1,3,3,-1.0,-1.8369701987210297e-16,1.0516719402714705,0.36171794687488706,Fall,-1.3091894802791384
26,-1.7143943115348288,Hoodie,-1.4679434662715363,Texas,M,Silver,Summer,-0.20938727854524067,Yes,Express,Yes,Yes,-0.7858306710129406,PayPal,Annually,Hoodie_Clothing_M_Silver,0,0,1,0,0,42,1,19,1,1,1,4,2,1.2246467991473532e-16,-1.0,-1.3503898852387695,-0.6544882225006841,Winter,-0.5869541348631293
27,-0.39909282432937737,Jewelry,-1.6790711138939534,Nevada,M,Red,Spring,-0.20938727854524067,Yes,Next Day Air,Yes,Yes,-0.8550574699772845,Credit Card,Annually,Jewelry_Accessories_M_Red,0,1,0,0,0,27,1,18,1,3,1,2,1,1.0,6.123233995736766e-17,-1.3503898852387695,-0.6821789420864215,Summer,-0.6502924291498544
28,0.7846785141555289,Shorts,-0.15895205101254922,Kentucky,L,Cyan,Summer,1.7455623467232562,Yes,Next Day Air,Yes,Yes,-1.2704182637633479,Bank Transfer,Every 3 Months,Shorts_Clothing_L_Cyan,0,0,1,0,0,16,0,5,1,3,1,0,2,1.2246467991473532e-16,-1.0,-0.7498744288612096,-0.608117077049823,Spring,1.1742080274025144
29,0.6531483654349838,Handbag,1.445618070917822,North Carolina,M,Gray,Fall,0.9077267930367581,Yes,Free Shipping,Yes,Yes,1.0832929010243446,PayPal,Every 3 Months,Handbag_Accessories_M_Gray,0,1,0,0,0,32,1,7,1,2,1,4,3,-1.0,-1.8369701987210297e-16,-0.7498744288612096,0.3333673888652541,Fall,1.069094176401077
30,-0.8594483448512854,Dress,-0.49675628720841686,Wyoming,S,Black,Fall,0.48880901619350764,Yes,Store Pickup,Yes,Yes,-0.7858306710129406,Credit Card,Weekly,Dress_Clothing_S_Black,0,0,1,0,0,49,2,1,1,5,1,2,3,-1.0,-1.8369701987210297e-16,1.0516719402714705,0.306336507703412,Summer,0.19313942517293028
31,0.8504435885158015,Jewelry,-1.2145902891246354,North Carolina,L,Black,Winter,1.3266445698800071,Yes,Standard,Yes,Yes,-0.6473770730842529,Credit Card,Monthly,Jewelry_Accessories_L_Black,0,1,0,0,0,32,0,1,1,4,1,2,0,0.0,1.0,-0.14935897248364954,-0.11869441822716098,Summer,0.5642741121786143
32,-0.7279181961307403,Dress,0.8122351280505701,West Virginia,L,Brown,Winter,1.3266445698800071,Yes,Store Pickup,Yes,Yes,1.3602000968817203,Venmo,Monthly,Dress_Clothing_L_Brown,0,0,1,0,0,47,0,3,1,5,1,5,0,0.0,1.0,-0.14935897248364954,0.6843364497592284,Summer,1.1723217373311758
33,-0.5306229730499226,Jacket,0.30552877375676873,Kansas,M,Silver,Summer,1.605923087775507,Yes,Free Shipping,Yes,Yes,0.8063857051669691,Venmo,Annually,Jacket_Outerwear_M_Silver,0,0,0,0,1,15,1,19,1,2,1,5,2,1.2246467991473532e-16,-1.0,-1.3503898852387695,-0.017601672028720095,Fall,1.2158047935698855
34,0.6531483654349838,Pants,-0.9190115824532513,Colorado,L,Green,Summer,-0.6283050553884905,Yes,Store Pickup,Yes,Yes,1.3602000968817203,Cash,Quarterly,Pants_Clothing_L_Green,0,0,1,0,0,5,0,8,1,5,1,1,2,1.2246467991473532e-16,-1.0,-0.7498744288612096,0.44413026720820437,Winter,-0.7155170135079187
35,-0.5306229730499226,T-shirt,1.3189414823443715,North Dakota,L,Violet,Spring,1.1870053109322567,Yes,2-Day Shipping,Yes,Yes,0.875612504131313,PayPal,Quarterly,T-shirt_Clothing_L_Violet,0,0,1,0,0,33,0,22,1,0,1,4,1,1.0,6.123233995736766e-17,-0.7498744288612096,0.2502952301080414,Winter,1.2265861623558911
36,0.6531483654349838,Blouse,-1.1301392300756685,Massachusetts,M,Cyan,Summer,0.3491697572457584,Yes,2-Day Shipping,Yes,Yes,1.567880493774752,Credit Card,Bi-Weekly,Blouse_Clothing_M_Cyan,0,0,1,0,0,20,1,5,1,0,1,2,2,1.2246467991473532e-16,-1.0,1.6521873966490304,1.4880271561695129,Spring,-0.0946229389506697
37,-0.5963880474101951,T-shirt,0.3899798328057356,Illinois,M,Maroon,Winter,1.1870053109322567,Yes,Free Shipping,Yes,Yes,1.2909732979173763,PayPal,Fortnightly,T-shirt_Clothing_M_Maroon,0,0,1,0,0,12,1,12,1,2,1,4,0,0.0,1.0,0.45115648389391044,0.8968519127245147,Winter,0.9478976674943003
38,-0.5963880474101951,Jeans,-0.6234328757818672,Indiana,S,Cyan,Summer,-1.3265013501272394,Yes,Store Pickup,Yes,Yes,-1.0627378668703162,PayPal,Weekly,Jeans_Clothing_S_Cyan,0,0,1,0,0,13,2,5,1,5,1,4,2,1.2246467991473532e-16,-1.0,1.0516719402714705,0.1955736293604617,Fall,-1.1155808078236276
39,-0.9909784935718305,Dress,-0.9612371119777348,Florida,M,Red,Winter,-0.06974801959749076,Yes,2-Day Shipping,Yes,Yes,1.2909732979173763,Venmo,Every 3 Months,Dress_Clothing_M_Red,0,0,1,0,0,8,1,18,1,0,1,5,0,0.0,1.0,-0.7498744288612096,0.4164395476224667,Summer,-0.3371947473115639
40,1.705389555199345,Pants,0.009950067085384573,Arizona,S,Turquoise,Summer,0.6284482751412582,Yes,Express,Yes,Yes,-0.508923475155565,Credit Card,Monthly,Pants_Clothing_S_Turquoise,0,0,1,0,0,2,2,21,1,1,1,2,2,1.2246467991473532e-16,-1.0,-0.14935897248364954,-0.06331297905568584,Winter,0.4428988127244961
41,1.6396244808390725,Handbag,0.6855585394771198,Louisiana,L,Beige,Winter,1.1870053109322567,Yes,Next Day Air,Yes,Yes,0.39102491138090567,Debit Card,Quarterly,Handbag_Accessories_L_Beige,0,1,0,0,0,17,0,0,1,3,1,3,0,0.0,1.0,-0.7498744288612096,0.05646019300787847,Fall,1.0365712794957156
42,1.5080943321185272,Scarf,-0.8767860529287679,Alaska,M,Orange,Spring,1.0473660519845074,Yes,Standard,Yes,Yes,1.0140661020600008,Venmo,Annually,Scarf_Accessories_M_Orange,0,1,0,0,0,1,1,14,1,4,1,5,1,1.0,6.123233995736766e-17,-1.3503898852387695,0.0654704867284926,Summer,0.47012042051052483
43,-1.5828641628142837,Coat,1.6989712480647226,Tennessee,M,Beige,Spring,0.48880901619350764,Yes,Free Shipping,Yes,Yes,-0.7166038720485968,PayPal,Annually,Coat_Outerwear_M_Beige,0,0,0,0,1,41,1,0,1,2,1,4,1,1.0,6.123233995736766e-17,-1.3503898852387695,-0.6267975029149464,Spring,0.8518576857548721
44,-1.254038791012921,Scarf,0.3899798328057356,Ohio,L,Lavender,Fall,-0.06974801959749076,Yes,Store Pickup,Yes,Yes,-0.4396966761912211,PayPal,Fortnightly,Scarf_Accessories_L_Lavender,0,1,0,0,0,34,0,10,1,5,1,4,3,-1.0,-1.8369701987210297e-16,0.45115648389391044,0.20458392308107576,Summer,0.06817033612347714
45,-0.3333277499691048,Hat,-0.2856286395859996,Kentucky,S,Silver,Summer,1.1870053109322567,Yes,Free Shipping,Yes,Yes,1.3602000968817203,PayPal,Weekly,Hat_Accessories_S_Silver,0,1,0,0,0,16,2,19,1,2,1,4,2,1.2246467991473532e-16,-1.0,1.0516719402714705,1.1647488148612763,Fall,0.7452151257767797
46,0.3900880679938935,Socks,-1.63684558436947,Tennessee,XL,Indigo,Fall,-1.1868620911794894,Yes,2-Day Shipping,Yes,Yes,-0.024335882405157744,PayPal,Annually,Socks_Clothing_XL_Indigo,0,0,1,0,0,41,3,9,1,0,1,4,3,-1.0,-1.8369701987210297e-16,-1.3503898852387695,-0.3498903070575709,Fall,-1.3218571391364835
47,0.8504435885158015,Shirt,-0.7078839348308341,California,L,White,Summer,-1.1868620911794894,Yes,Store Pickup,Yes,Yes,1.3602000968817203,Cash,Quarterly,Shirt_Clothing_L_White,0,0,1,0,0,4,0,23,1,5,1,1,2,1.2246467991473532e-16,-1.0,-0.7498744288612096,0.44413026720820437,Winter,-1.0431686442748926
48,0.7189134397952563,Jewelry,-0.24340311006151613,Montana,M,Charcoal,Winter,1.0473660519845074,Yes,Free Shipping,Yes,Yes,0.7371589062026251,Cash,Weekly,Jewelry_Accessories_M_Charcoal,0,1,0,0,0,25,1,4,1,2,1,1,0,0.0,1.0,1.0516719402714705,0.9155323385896383,Summer,0.6601353033707004
49,-0.13603252688828707,Shirt,-0.2011775805370327,Nevada,M,Orange,Summer,-1.4661406090749887,Yes,Store Pickup,Yes,Yes,0.875612504131313,Cash,Monthly,Shirt_Clothing_M_Orange,0,0,1,0,0,27,1,14,1,5,1,1,2,1.2246467991473532e-16,-1.0,-0.14935897248364954,0.4905014126590654,Winter,-1.0866517005136016
50,1.5738594064787998,Hoodie,-1.256815818649119,New Jersey,S,Indigo,Spring,1.1870053109322567,Yes,Next Day Air,Yes,Yes,0.5987053082739373,Debit Card,Bi-Weekly,Hoodie_Clothing_S_Indigo,0,0,1,0,0,29,2,9,1,3,1,3,1,1.0,6.123233995736766e-17,1.6521873966490304,1.1003570819691872,Winter,0.453858972057844
51,0.32432299363362094,Blouse,-1.3412668776980858,Maryland,M,Red,Spring,-0.06974801959749076,Yes,Store Pickup,Yes,Yes,0.9448393030956568,Debit Card,Bi-Weekly,Blouse_Clothing_M_Red,0,0,1,0,0,19,1,18,1,5,1,3,1,1.0,6.123233995736766e-17,1.6521873966490304,1.2388106798978749,Spring,-0.4512036770276692
52,0.9819737372363467,Skirt,-0.03227546243909888,Vermont,XL,Gray,Winter,1.3266445698800071,Yes,2-Day Shipping,Yes,Yes,-1.2704182637633479,Credit Card,Quarterly,Skirt_Clothing_XL_Gray,0,0,1,0,0,44,3,7,1,0,1,2,0,0.0,1.0,-0.7498744288612096,-0.608117077049823,Fall,0.9189685601842752
53,-0.13603252688828707,T-shirt,-1.6790711138939534,Alaska,M,Green,Summer,-1.6057798680227386,Yes,Free Shipping,Yes,Yes,0.04489091655918616,Credit Card,Weekly,T-shirt_Clothing_M_Green,0,0,1,0,0,1,1,8,1,2,1,2,2,1.2246467991473532e-16,-1.0,1.0516719402714705,0.6386251427322627,Winter,-1.627767241784103
54,-0.9909784935718305,Skirt,-1.5101689957960196,Mississippi,S,Peach,Winter,0.20953049829800843,Yes,Next Day Air,Yes,Yes,0.6679321072382812,Credit Card,Weekly,Skirt_Clothing_S_Peach,0,0,1,0,0,23,2,15,1,3,1,2,0,0.0,1.0,1.0516719402714705,0.8878416190039007,Fall,-0.3063793499302
55,0.1927928449130758,Coat,1.445618070917822,New Mexico,M,Brown,Summer,0.6284482751412582,Yes,Next Day Air,Yes,Yes,0.6679321072382812,Debit Card,Bi-Weekly,Coat_Outerwear_M_Brown,0,0,0,0,1,30,1,3,1,3,1,3,2,1.2246467991473532e-16,-1.0,1.6521873966490304,1.1280478015549247,Spring,0.8735992138742272
56,-0.26756267560883223,Jacket,-1.3412668776980858,South Carolina,M,Lavender,Winter,-1.0472228322317396,Yes,2-Day Shipping,Yes,Yes,1.6371072927390957,Credit Card,Annually,Jacket_Outerwear_M_Lavender,0,0,0,0,1,39,1,10,1,0,1,2,0,0.0,1.0,-1.3503898852387695,0.3146869630001306,Fall,-1.1354360458716435
57,-0.20179760124855964,Backpack,0.5588819509036694,Mississippi,XL,Brown,Summer,1.3266445698800071,Yes,Store Pickup,Yes,Yes,1.429426895846064,Credit Card,Weekly,Backpack_Accessories_XL_Brown,0,1,0,0,0,23,3,3,1,5,1,2,2,1.2246467991473532e-16,-1.0,1.0516719402714705,1.1924395344470138,Summer,1.0963157841871056
58,-1.5170990884540112,Coat,0.17885218518331839,West Virginia,M,White,Summer,0.9077267930367581,Yes,Store Pickup,Yes,Yes,-0.5781502741199089,Debit Card,Fortnightly,Coat_Outerwear_M_White,0,0,0,0,1,47,1,23,1,5,1,3,2,1.2246467991473532e-16,-1.0,0.45115648389391044,0.14920248390960061,Spring,0.6890644106807261
59,1.6396244808390725,Hoodie,-0.24340311006151613,Missouri,M,Charcoal,Summer,0.6284482751412582,Yes,Free Shipping,Yes,Yes,0.25257131345221784,Venmo,Monthly,Hoodie_Clothing_M_Charcoal,0,0,1,0,0,24,1,4,1,2,1,5,2,1.2246467991473532e-16,-1.0,-0.14935897248364954,0.24128493638742732,Winter,0.36689285958042595
60,1.245034034677437,Belt,0.8122351280505701,Louisiana,L,Yellow,Spring,1.1870053109322567,Yes,Standard,Yes,Yes,-1.4780986606563795,Debit Card,Weekly,Belt_Accessories_L_Yellow,0,1,0,0,0,17,0,24,1,4,1,3,1,1.0,6.123233995736766e-17,1.0516719402714705,0.02942931184603642,Fall,1.0745742560677507
61,0.3900880679938935,Sweater,-0.9612371119777348,Idaho,L,Brown,Summer,0.3491697572457584,Yes,Express,Yes,Yes,-0.5781502741199089,Cash,Weekly,Sweater_Clothing_L_Brown,0,0,1,0,0,11,0,3,1,1,1,1,2,1.2246467991473532e-16,-1.0,1.0516719402714705,0.38940866646062466,Spring,-0.04395230352128954
62,0.7189134397952563,Scarf,0.3477543032812522,Texas,M,Orange,Winter,1.3266445698800071,Yes,Store Pickup,Yes,Yes,-0.3012430782625333,Credit Card,Every 3 Months,Scarf_Accessories_M_Orange,0,1,0,0,0,42,1,14,1,5,1,2,0,0.0,1.0,-0.7498744288612096,-0.22044700284949714,Summer,1.0329774899003805
63,-0.925213419211558,Sneakers,-1.63684558436947,Mississippi,S,Magenta,Spring,0.06989123935025852,Yes,Free Shipping,Yes,Yes,0.39102491138090567,Credit Card,Fortnightly,Sneakers_Footwear_S_Magenta,0,0,0,1,0,23,2,11,1,2,1,2,1,1.0,6.123233995736766e-17,0.45115648389391044,0.5368725581099265,Spring,-0.44212980776566
64,-0.7279181961307403,Sunglasses,0.8122351280505701,Arizona,L,Lavender,Winter,-1.4661406090749887,Yes,2-Day Shipping,Yes,Yes,1.2217464989530324,Credit Card,Weekly,Sunglasses_Accessories_L_Lavender,0,1,0,0,0,2,0,10,1,0,1,2,0,0.0,1.0,1.0516719402714705,1.1093673756898013,Winter,-0.782627887937321
65,1.376564183397982,Boots,0.981137246148504,Alabama,S,Green,Fall,1.4662838288277564,Yes,Standard,Yes,Yes,-0.508923475155565,Debit Card,Fortnightly,Boots_Footwear_S_Green,0,0,0,1,0,0,2,8,1,4,1,3,3,-1.0,-1.8369701987210297e-16,0.45115648389391044,0.17689320349533819,Spring,1.3207398540239805
66,1.376564183397982,Backpack,-1.0034626415022183,New Jersey,M,Purple,Spring,1.4662838288277564,Yes,2-Day Shipping,Yes,Yes,1.2909732979173763,Venmo,Every 3 Months,Backpack_Accessories_M_Purple,0,1,0,0,0,29,1,17,1,0,1,5,1,1.0,6.123233995736766e-17,-0.7498744288612096,0.4164395476224667,Summer,0.7253598877287639
67,-0.8594483448512854,Blouse,1.445618070917822,Pennsylvania,S,Magenta,Winter,1.3266445698800071,Yes,2-Day Shipping,Yes,Yes,-1.5473254596207235,Venmo,Every 3 Months,Blouse_Clothing_S_Magenta,0,0,1,0,0,37,2,11,1,0,1,5,0,0.0,1.0,-0.7498744288612096,-0.7188799553927734,Spring,1.3623366201913514
68,0.061262696192530657,Coat,-1.1301392300756685,Connecticut,L,Gray,Winter,0.9077267930367581,Yes,Store Pickup,Yes,Yes,1.6371072927390957,Debit Card,Monthly,Coat_Outerwear_L_Gray,0,0,0,0,1,6,0,7,1,5,1,3,0,0.0,1.0,-0.14935897248364954,0.7950993281021785,Spring,0.29636698610303003
69,0.8504435885158015,Handbag,-0.5812073462573837,Utah,L,Silver,Summer,0.20953049829800843,Yes,Next Day Air,Yes,Yes,-0.3012430782625333,Cash,Every 3 Months,Handbag_Accessories_L_Silver,0,1,0,0,0,43,0,19,1,3,1,1,2,1.2246467991473532e-16,-1.0,-0.7498744288612096,-0.22044700284949714,Fall,-0.027690855068609216
70,0.25855791927334837,Belt,0.43220536233021906,Tennessee,S,Cyan,Summer,0.9077267930367581,Yes,Express,Yes,Yes,-1.4088718616920357,Cash,Weekly,Belt_Accessories_S_Cyan,0,1,0,0,0,41,2,5,1,1,1,1,2,1.2246467991473532e-16,-1.0,1.0516719402714705,0.057120031431773965,Fall,0.7650703638247963
71,-1.4513340140937385,Belt,-1.2990413481736023,Alabama,M,Magenta,Fall,0.6284482751412582,Yes,Express,Yes,Yes,0.46025171034524953,Debit Card,Every 3 Months,Belt_Accessories_M_Magenta,0,1,0,0,0,0,1,11,1,1,1,3,3,-1.0,-1.8369701987210297e-16,-0.7498744288612096,0.08415091259361601,Fall,0.050201388146800086
72,-0.5306229730499226,Dress,-0.49675628720841686,Virginia,L,Gold,Summer,-1.1868620911794894,Yes,Express,Yes,Yes,0.5987053082739373,Bank Transfer,Annually,Dress_Clothing_L_Gold,0,0,1,0,0,45,0,6,1,1,1,0,2,1.2246467991473532e-16,-1.0,-1.3503898852387695,-0.10067383078593278,Summer,-0.9798303499881675
73,-1.7143943115348288,Dress,-1.4257179367470527,Georgia,M,Olive,Winter,-1.1868620911794894,Yes,Store Pickup,Yes,Yes,-0.3012430782625333,Bank Transfer,Every 3 Months,Dress_Clothing_M_Olive,0,0,1,0,0,9,1,13,1,5,1,0,0,0.0,1.0,-0.7498744288612096,-0.22044700284949714,Summer,-1.2585188448497584
74,0.25855791927334837,Pants,1.0655883051974708,Hawaii,M,Teal,Spring,-1.4661406090749887,Yes,Free Shipping,Yes,Yes,1.2217464989530324,Bank Transfer,Bi-Weekly,Pants_Clothing_M_Teal,0,0,1,0,0,10,1,20,1,2,1,0,1,1.0,6.123233995736766e-17,1.6521873966490304,1.3495735582408253,Winter,-0.7066219347932507
75,0.32432299363362094,Gloves,-0.07450099196358233,Indiana,L,Violet,Spring,1.0473660519845074,Yes,Express,Yes,Yes,-1.5473254596207235,Cash,Monthly,Gloves_Accessories_L_Violet,0,1,0,0,0,13,0,22,1,1,1,1,1,1.0,6.123233995736766e-17,-0.14935897248364954,-0.4786737728417492,Spring,0.7108059388000805
