Customer ID,DiscountApplied_encoded,Age,Dominant_Season_Fall,Category_Clothing,Category_Outerwear,Dominant_Season_Summer,PreviousPurchases,Category_Footwear,Category_Accessories,Customer_Loyalty_Score,Dominant_Season_Spring,Gender_Female,Dominant_Season_Winter,Size_encoded,Interaction_Score
75,1,0.5961538461538463,0,0,0,0,0.0408163265306122,0,1,0.3763265306122449,1,0,0,0,0.7024999999999999
76,1,0.8846153846153847,0,0,0,1,0.4081632653061224,0,1,0.363265306122449,0,0,0,1,0.2997499999999999
77,1,0.6153846153846154,1,0,0,0,0.6326530612244897,0,1,0.6130612244897959,0,0,0,2,0.5622500000000001
78,1,0.0769230769230769,0,1,0,1,0.7142857142857142,0,0,0.7257142857142858,0,0,0,0,0.34775
79,1,0.6153846153846154,1,1,0,0,1.0,0,0,0.8400000000000001,0,0,0,1,0.88225
80,1,0.3846153846153847,1,0,1,0,0.8571428571428571,0,0,0.6228571428571429,0,0,0,1,0.313
81,1,0.0192307692307692,1,0,0,0,0.4693877551020408,1,0,0.4677551020408163,0,0,0,3,0.419
82,1,0.9423076923076924,0,0,0,1,0.7142857142857142,1,0,0.5657142857142857,0,0,0,0,0.313
83,1,0.0192307692307692,0,1,0,0,0.4081632653061224,0,0,0.4432653061224489,0,0,1,2,0.45
84,1,0.3461538461538461,0,1,0,1,0.673469387755102,0,0,0.789387755102041,0,0,0,1,0.5229999999999999
85,1,0.6538461538461539,0,0,1,0,0.836734693877551,0,0,0.6146938775510205,1,0,0,2,0.5770000000000002
86,1,0.6730769230769232,0,0,0,0,0.0204081632653061,0,1,0.6081632653061226,0,0,1,1,0.8412499999999999
87,1,0.1153846153846154,0,1,0,0,0.9387755102040816,0,0,0.9755102040816328,0,0,1,0,0.4147500000000001
88,1,0.6538461538461539,0,0,0,1,0.8775510204081631,1,0,0.7910204081632652,0,0,0,1,0.4597500000000001
89,1,0.2884615384615385,0,1,0,0,0.693877551020408,0,0,0.6375510204081632,0,0,1,1,0.38125
90,1,0.5576923076923077,1,0,1,0,0.2857142857142856,0,0,0.3942857142857142,0,0,0,3,0.5442500000000001
91,1,0.1346153846153846,1,0,0,0,0.5714285714285714,0,1,0.5885714285714285,0,0,0,0,0.2169999999999999
92,1,0.5000000000000001,0,0,0,1,0.346938775510204,0,1,0.4187755102040816,0,0,0,2,0.8842499999999999
93,1,0.826923076923077,1,0,1,0,0.2448979591836734,0,0,0.3779591836734693,0,0,0,1,0.7832500000000002
94,1,0.3653846153846154,0,1,0,0,0.9183673469387754,0,0,0.8873469387755102,1,0,0,1,0.7174999999999999
95,1,0.7692307692307693,1,1,0,0,0.5510204081632653,0,0,0.7404081632653061,0,0,0,2,0.7979999999999998
96,1,0.3653846153846154,0,0,0,0,0.9591836734693876,1,0,0.7436734693877551,1,0,0,0,0.6639999999999999
97,1,0.2692307692307693,0,0,0,0,0.8571428571428571,0,1,0.6228571428571429,1,0,0,2,0.50675
98,1,0.0576923076923077,0,0,0,1,0.7346938775510203,1,0,0.4938775510204081,0,0,0,1,0.914
99,1,0.0384615384615384,1,1,0,0,0.3877551020408162,0,0,0.3551020408163265,0,0,0,3,0.20425
100,1,0.1538461538461538,0,1,0,0,0.6530612244897959,0,0,0.5412244897959184,0,0,1,3,0.4110000000000001
101,1,0.8461538461538461,0,0,0,0,0.6122448979591836,0,1,0.6848979591836735,0,0,1,1,0.3485
102,1,0.1730769230769231,0,0,1,0,1.0,0,0,1.0000000000000002,1,0,0,3,0.8317499999999999
103,1,0.6346153846153847,1,1,0,0,0.693877551020408,0,0,0.5575510204081633,0,0,0,0,0.82025
104,1,0.6923076923076924,0,0,0,0,0.4285714285714285,1,0,0.7714285714285716,1,0,0,0,0.67875
105,1,0.7115384615384616,0,0,0,0,0.0,0,1,0.36,0,0,1,0,0.5470000000000002
106,1,0.980769230769231,0,0,0,1,0.0612244897959183,0,1,0.2244897959183673,0,0,0,1,0.5930000000000001
107,1,0.8846153846153847,1,0,1,0,0.6122448979591836,0,0,0.6048979591836734,0,0,0,0,0.3922500000000001
108,1,0.1923076923076924,0,0,0,0,0.9183673469387754,1,0,0.8073469387755101,1,0,0,0,0.3442500000000001
109,1,1.0,1,1,0,0,0.6326530612244897,0,0,0.8530612244897959,0,0,0,0,0.47325
110,1,0.7692307692307693,0,1,0,0,0.8571428571428571,0,0,0.7828571428571429,0,0,1,1,0.27175
111,1,0.730769230769231,0,0,0,1,0.510204081632653,0,1,0.6440816326530612,0,0,0,1,0.4425
112,1,0.1538461538461538,1,0,0,0,0.1632653061224489,0,1,0.2653061224489795,0,0,0,0,0.90625
113,1,0.3653846153846154,0,0,0,0,0.5510204081632653,0,1,0.8204081632653062,1,0,0,1,0.67275
114,1,0.5000000000000001,1,0,0,0,0.3877551020408162,0,1,0.4351020408163265,0,0,0,0,0.2955000000000001
115,1,1.0,0,0,1,0,0.1632653061224489,0,0,0.5853061224489797,1,0,0,2,0.6172500000000001
116,1,0.6730769230769232,1,1,0,0,0.9591836734693876,0,0,0.6636734693877551,0,0,0,1,0.6415
117,1,0.7115384615384616,0,0,0,1,0.2244897959183673,1,0,0.2897959183673469,0,0,0,2,0.4995
118,1,0.6153846153846154,1,0,0,0,0.5714285714285714,1,0,0.6685714285714286,0,0,0,0,0.6329999999999999
119,1,0.6153846153846154,0,1,0,0,0.5306122448979591,0,0,0.8122448979591839,1,0,0,0,0.73775
120,1,0.3846153846153847,0,0,1,0,0.8775510204081631,0,0,0.5510204081632653,1,0,0,1,0.714
121,1,0.8846153846153847,1,0,0,0,0.6326530612244897,0,1,0.4530612244897959,0,0,0,0,0.66
122,1,0.0192307692307692,0,1,0,0,0.2040816326530612,0,0,0.5216326530612245,1,0,0,1,0.671
123,1,0.4230769230769231,0,0,0,1,0.8775510204081631,0,1,0.7910204081632652,0,0,0,0,0.719
124,1,0.7500000000000001,0,1,0,0,0.9183673469387754,0,0,0.8873469387755102,1,0,0,0,0.4267500000000001
125,1,0.5000000000000001,0,1,0,0,1.0,0,0,0.6000000000000001,1,0,0,1,0.4155000000000001
126,1,0.5961538461538463,0,1,0,0,0.8979591836734693,0,0,0.6391836734693878,1,0,0,1,0.4355
127,1,0.4807692307692308,0,1,0,0,0.9591836734693876,0,0,0.6636734693877551,1,0,0,0,0.452
128,1,0.1153846153846154,0,1,0,0,0.510204081632653,0,0,0.7240816326530612,1,0,0,1,0.90275
129,1,0.0384615384615384,0,0,0,1,0.4081632653061224,0,1,0.6032653061224491,0,0,0,1,0.661
130,1,0.1153846153846154,0,1,0,1,0.9795918367346936,0,0,0.9918367346938776,0,0,0,3,0.6522500000000001
131,1,0.5000000000000001,0,0,0,1,0.2448979591836734,0,1,0.5379591836734694,0,0,0,0,0.4072500000000001
132,1,0.1923076923076924,1,1,0,0,0.9183673469387754,0,0,0.8873469387755102,0,0,0,0,0.42575
133,1,0.2307692307692308,0,0,0,1,0.836734693877551,0,1,0.8546938775510204,0,0,0,1,0.7585
134,1,0.6538461538461539,0,1,0,0,0.4897959183673469,0,0,0.3959183673469388,1,0,0,1,0.1687499999999999
135,1,0.4807692307692308,1,0,0,0,0.4897959183673469,0,1,0.5559183673469388,0,0,0,0,0.9495
136,1,0.4807692307692308,1,0,0,0,0.2244897959183673,1,0,0.3697959183673469,0,0,0,1,0.6767499999999999
137,1,0.4038461538461538,0,1,0,0,0.0612244897959183,0,0,0.3044897959183673,1,0,0,1,0.4714999999999999
138,1,0.9615384615384616,0,0,0,0,0.7551020408163265,1,0,0.8220408163265307,1,0,0,1,0.70225
139,1,0.9615384615384616,1,1,0,0,0.836734693877551,0,0,0.8546938775510204,0,0,0,1,0.5657500000000002
140,1,0.5961538461538463,0,0,1,0,0.5918367346938774,0,0,0.436734693877551,1,0,0,1,0.64525
141,1,0.8653846153846155,0,1,0,0,1.0,0,0,0.9200000000000002,0,0,1,0,0.422
142,1,0.730769230769231,0,0,0,0,0.8979591836734693,0,1,0.8791836734693879,1,0,0,1,0.7695000000000001
143,1,0.3653846153846154,1,0,1,0,0.6530612244897959,0,0,0.7012244897959183,0,0,0,0,0.3105000000000001
144,1,0.2307692307692308,0,0,1,0,0.4897959183673469,0,0,0.4759183673469388,1,0,0,1,0.161
145,1,0.0192307692307692,0,0,0,1,0.4897959183673469,1,0,0.5559183673469388,0,0,0,1,0.2822500000000001
146,1,0.1153846153846154,0,0,0,1,0.8775510204081631,0,1,0.6310204081632653,0,0,0,1,0.8412499999999999
147,1,0.6538461538461539,1,1,0,0,0.4081632653061224,0,0,0.6032653061224491,0,0,0,2,0.4575
148,1,0.8653846153846155,0,0,0,1,0.6122448979591836,1,0,0.6848979591836735,0,0,0,1,0.445
149,1,0.3653846153846154,0,0,0,0,0.9387755102040816,0,1,0.5755102040816327,1,0,0,1,0.2905
150,1,0.3846153846153847,0,1,0,0,0.2653061224489795,0,0,0.4661224489795918,0,0,1,1,0.4060000000000001
151,1,0.326923076923077,0,0,0,0,0.3265306122448979,1,0,0.4106122448979592,1,0,0,0,0.957
152,1,0.1923076923076924,0,0,0,0,0.0408163265306122,0,1,0.2163265306122448,0,0,1,0,0.6612499999999999
153,1,0.2307692307692308,0,1,0,0,0.836734693877551,0,0,0.5346938775510204,0,0,1,2,0.74775
154,1,0.980769230769231,0,1,0,0,0.4285714285714285,0,0,0.3714285714285714,0,0,1,1,0.3272500000000001
155,1,0.4423076923076924,0,1,0,1,0.4081632653061224,0,0,0.4432653061224489,0,0,0,1,0.6005
156,1,0.8653846153846155,1,1,0,0,0.4081632653061224,0,0,0.4432653061224489,0,0,0,2,0.71775
157,1,0.326923076923077,0,1,0,0,0.7959183673469387,0,0,0.5183673469387755,1,0,0,1,0.4425
158,1,0.3461538461538461,1,0,0,0,0.0,0,1,0.44,0,0,0,2,0.32
159,1,0.1346153846153846,0,1,0,0,1.0,0,0,0.76,0,0,1,3,0.6467499999999999
160,1,0.7692307692307693,0,0,0,0,0.7755102040816325,0,1,0.590204081632653,1,0,0,1,0.39025
161,1,0.1730769230769231,0,0,0,0,0.673469387755102,0,1,0.6293877551020408,1,0,0,1,0.5992499999999998
162,1,0.903846153846154,0,0,0,1,0.5714285714285714,0,1,0.6685714285714286,0,0,0,1,0.24875
163,1,0.6923076923076924,0,0,0,0,0.6122448979591836,0,1,0.8448979591836736,0,0,1,1,0.3425000000000001
164,1,0.6923076923076924,1,1,0,0,0.1428571428571428,0,0,0.5771428571428572,0,0,0,1,0.42825
165,1,0.7884615384615384,1,0,0,0,0.0816326530612244,0,1,0.4726530612244898,0,0,0,2,0.1967499999999999
166,1,0.4615384615384615,1,0,0,0,0.1224489795918367,0,1,0.4089795918367347,0,0,0,2,0.2339999999999998
167,1,0.5384615384615385,0,0,0,0,0.5918367346938774,1,0,0.5967346938775511,1,0,0,3,0.46125
168,1,0.2884615384615385,0,0,0,0,0.2653061224489795,0,1,0.3861224489795918,1,0,0,1,0.44625
169,1,0.3076923076923077,0,0,0,1,0.0816326530612244,1,0,0.4726530612244898,0,0,0,1,0.365
170,1,0.1730769230769231,1,0,1,0,0.0408163265306122,0,0,0.2963265306122449,0,0,0,2,0.2614999999999999
171,1,0.6538461538461539,0,1,0,0,0.9183673469387754,0,0,0.9673469387755104,0,0,1,1,0.04675
172,1,0.2115384615384615,0,1,0,0,0.0612244897959183,0,0,0.5444897959183674,1,0,0,1,0.3642500000000001
173,1,0.6923076923076924,0,0,0,1,0.836734693877551,0,1,0.9346938775510204,0,0,0,1,0.56825
174,1,0.1346153846153846,1,0,0,0,0.5918367346938774,0,1,0.436734693877551,0,0,0,1,0.3495
175,1,0.4423076923076924,0,0,0,1,0.7346938775510203,1,0,0.4938775510204081,0,0,0,0,0.33625
176,1,0.6730769230769232,0,0,1,0,0.0204081632653061,0,0,0.2081632653061224,1,0,0,0,0.3314999999999998
177,1,0.6730769230769232,0,0,0,1,0.5918367346938774,0,1,0.516734693877551,0,0,0,0,0.2847499999999999
178,1,0.0576923076923077,0,1,0,0,0.9387755102040816,0,0,0.7355102040816326,0,0,1,0,0.4185000000000001
179,1,0.826923076923077,1,1,0,0,0.4081632653061224,0,0,0.4432653061224489,0,0,0,0,0.5902499999999999
180,1,0.8846153846153847,0,0,0,0,0.1632653061224489,1,0,0.5053061224489797,1,0,0,1,0.71325
181,1,0.6346153846153847,1,0,0,0,0.2244897959183673,1,0,0.529795918367347,0,0,0,0,0.45275
182,1,0.2692307692307693,0,1,0,0,0.0612244897959183,0,0,0.5444897959183674,0,0,1,1,0.76975
183,1,0.3846153846153847,0,0,0,0,0.183673469387755,0,1,0.273469387755102,1,0,0,3,0.3689999999999999
184,1,0.7692307692307693,1,1,0,0,0.510204081632653,0,0,0.7240816326530612,0,0,0,3,0.34175
185,1,0.2692307692307693,0,0,0,0,0.7959183673469387,1,0,0.7583673469387755,1,0,0,0,0.18875
186,1,0.5384615384615385,0,1,0,0,0.673469387755102,0,0,0.7093877551020409,0,0,1,3,0.605
187,1,0.4038461538461538,0,0,0,1,0.6122448979591836,0,1,0.4448979591836735,0,0,0,2,0.2469999999999999
188,1,0.0192307692307692,0,0,0,1,0.0,1,0,0.6000000000000001,0,0,0,2,0.5015000000000001
189,1,0.6153846153846154,0,1,0,0,0.0816326530612244,0,0,0.6326530612244898,0,0,1,1,0.2917500000000002
190,1,0.3461538461538461,0,1,0,0,0.0612244897959183,0,0,0.5444897959183674,1,0,0,1,0.7645000000000002
191,1,0.903846153846154,0,0,1,0,0.9591836734693876,0,0,0.6636734693877551,1,0,0,3,0.3275
192,1,0.8846153846153847,1,0,0,0,0.5714285714285714,0,1,0.5085714285714287,0,0,0,1,0.6020000000000001
193,1,0.5384615384615385,0,0,0,1,0.2244897959183673,1,0,0.689795918367347,0,0,0,0,0.1457499999999999
194,1,0.3461538461538461,1,0,0,0,0.5714285714285714,0,1,0.4285714285714286,0,0,0,2,0.44
195,1,0.6346153846153847,0,0,0,1,0.2857142857142856,0,1,0.3942857142857142,0,0,0,1,0.4455000000000002
196,1,0.6346153846153847,1,0,1,0,0.673469387755102,0,0,0.6293877551020408,0,0,0,1,0.52275
197,1,0.3846153846153847,0,0,0,0,0.8163265306122448,1,0,0.766530612244898,1,0,0,1,0.647
198,1,0.7884615384615384,0,0,0,1,0.8163265306122448,0,1,0.686530612244898,0,0,0,1,0.4135000000000001
199,1,0.7500000000000001,0,0,0,1,0.7755102040816325,0,1,0.750204081632653,0,0,0,1,0.73775
200,1,0.6923076923076924,1,0,0,0,0.6326530612244897,0,1,0.7730612244897959,0,0,0,3,0.56275
201,1,0.1346153846153846,0,1,0,1,0.5714285714285714,0,0,0.5885714285714285,0,0,0,2,0.37775
202,1,0.980769230769231,0,1,0,0,0.2857142857142856,0,0,0.3142857142857143,1,0,0,2,0.5115
203,1,0.7500000000000001,1,0,0,0,0.6530612244897959,0,1,0.4612244897959183,0,0,0,0,0.1235
204,1,1.0,0,0,0,1,0.346938775510204,0,1,0.6587755102040818,0,0,0,2,0.2635000000000001
205,1,0.1153846153846154,0,0,0,0,0.693877551020408,1,0,0.8775510204081634,1,0,0,1,0.72
206,1,0.9423076923076924,0,1,0,0,0.4897959183673469,0,0,0.7159183673469389,0,0,1,1,0.305
207,1,0.1153846153846154,0,1,0,0,0.1020408163265306,0,0,0.4808163265306123,0,0,1,0,0.6072500000000001
208,1,0.8461538461538461,0,0,0,0,0.3265306122448979,0,1,0.7306122448979593,1,0,0,1,0.3782499999999999
209,1,0.7500000000000001,1,1,0,0,0.3265306122448979,0,0,0.4906122448979592,0,0,0,1,0.5154999999999998
210,1,0.7115384615384616,1,0,0,0,0.8775510204081631,1,0,0.6310204081632653,0,0,0,2,0.4847500000000001
211,1,0.5192307692307693,1,0,1,0,0.1020408163265306,0,0,0.4808163265306123,0,0,0,0,0.1475
212,1,0.980769230769231,1,1,0,0,0.8979591836734693,0,0,0.7991836734693878,0,0,0,0,0.7460000000000001
213,1,0.9423076923076924,1,0,0,0,0.1224489795918367,0,1,0.2489795918367346,0,0,0,0,0.7160000000000001
214,1,0.2307692307692308,1,0,0,0,0.2040816326530612,0,1,0.3616326530612245,0,0,0,0,0.8057500000000002
215,1,0.1153846153846154,1,0,1,0,0.8163265306122448,0,0,0.6065306122448979,0,0,0,0,0.5885
216,1,0.8461538461538461,0,0,0,1,0.4693877551020408,0,1,0.7877551020408164,0,0,0,2,0.2489999999999998
217,1,0.4807692307692308,0,1,0,0,0.4081632653061224,0,0,0.683265306122449,1,0,0,0,0.4897500000000001
218,1,0.326923076923077,0,0,0,0,0.4693877551020408,0,1,0.3877551020408163,0,0,1,1,0.385
219,1,0.1923076923076924,0,1,0,0,0.1428571428571428,0,0,0.3371428571428571,0,0,1,2,0.2057499999999999
220,1,0.2692307692307693,1,0,0,0,0.2244897959183673,0,1,0.529795918367347,0,0,0,1,0.3950000000000001
221,1,0.4038461538461538,0,0,0,0,0.9591836734693876,1,0,0.823673469387755,1,0,0,2,0.4747500000000001
222,1,0.1923076923076924,1,0,0,0,0.1020408163265306,0,1,0.3208163265306122,0,0,0,3,0.7120000000000002
223,1,0.5576923076923077,0,0,0,0,0.2653061224489795,0,1,0.546122448979592,1,0,0,3,0.8374999999999999
224,1,0.0384615384615384,0,1,0,0,0.673469387755102,0,0,0.4693877551020408,0,0,1,1,0.72275
225,1,0.8653846153846155,1,1,0,0,0.2244897959183673,0,0,0.3697959183673469,0,0,0,2,0.3482499999999999
226,1,0.1346153846153846,1,0,1,0,0.2040816326530612,0,0,0.2816326530612245,0,0,0,1,0.2035000000000001
227,1,0.2115384615384615,0,0,0,1,0.0816326530612244,1,0,0.3926530612244898,0,0,0,0,0.4265
228,1,0.6153846153846154,1,1,0,0,0.4897959183673469,0,0,0.6359183673469389,0,0,0,1,0.7385000000000002
229,1,0.0,1,1,0,0,0.2040816326530612,0,0,0.2816326530612245,0,0,0,1,0.3332499999999999
230,1,1.0,1,0,0,0,0.5306122448979591,1,0,0.4922448979591837,0,0,0,2,0.6179999999999999
231,1,0.9230769230769232,0,0,0,1,0.8571428571428571,0,1,0.5428571428571429,0,0,0,0,0.7029999999999998
232,1,0.1923076923076924,0,1,0,0,0.346938775510204,0,0,0.4187755102040816,1,0,0,1,0.1905000000000001
233,1,0.6923076923076924,0,0,0,1,0.6326530612244897,0,1,0.8530612244897959,0,0,0,0,0.5022500000000001
234,1,0.0192307692307692,0,1,0,0,0.5306122448979591,0,0,0.4922448979591837,1,0,0,3,0.7962499999999999
235,1,0.0384615384615384,0,0,0,0,0.4693877551020408,0,1,0.7077551020408164,1,0,0,2,0.4072500000000001
236,1,0.4807692307692308,0,0,0,0,0.6122448979591836,0,1,0.5248979591836735,0,0,1,1,0.5947500000000001
237,1,0.3846153846153847,0,0,1,0,0.7755102040816325,0,0,0.750204081632653,1,0,0,0,0.432
238,1,0.6153846153846154,0,1,0,1,0.7142857142857142,0,0,0.7257142857142858,0,0,0,1,0.4025000000000001
239,1,0.8846153846153847,1,1,0,0,0.0816326530612244,0,0,0.2326530612244897,0,0,0,1,0.5285000000000001
