DiscountApplied_encoded,Age,Dominant_Season_Fall,Category_Clothing,Category_Outerwear,Dominant_Season_Summer,PreviousPurchases,Category_Footwear,Category_Accessories,Customer_Loyalty_Score,Dominant_Season_Spring,Gender_Female,Dominant_Season_Winter,Size_encoded,Interaction_Score
1,0.326923076923077,0,1,0,0,0.8775510204081631,0,0,0.7910204081632652,0,0,1,1,0.7717499999999998
1,0.326923076923077,1,1,0,0,0.183673469387755,0,0,0.593469387755102,0,0,0,2,0.17774999999999985
1,0.2115384615384615,0,1,0,1,0.8775510204081631,0,0,0.6310204081632653,0,0,0,1,0.39975000000000016
1,1.0,0,1,0,0,0.346938775510204,0,0,0.4987755102040817,0,0,1,2,0.6260000000000001
1,0.980769230769231,1,0,0,0,0.6122448979591836,0,1,0.5248979591836735,0,0,0,0,0.7979999999999998
1,0.9423076923076924,0,0,0,1,0.7959183673469387,0,1,0.5183673469387755,0,0,0,1,0.63125
1,0.0384615384615384,0,0,1,0,0.2857142857142856,0,0,0.3142857142857143,1,0,0,1,0.7479999999999999
1,0.1346153846153846,0,0,0,1,0.3673469387755101,0,1,0.586938775510204,0,0,0,0,0.5197500000000002
1,0.4038461538461538,1,0,0,0,0.8979591836734693,0,1,0.8791836734693879,0,0,0,2,0.7117499999999999
1,0.6153846153846154,1,1,0,0,0.4897959183673469,0,0,0.3959183673469388,0,0,0,3,0.11574999999999992
1,0.7500000000000001,0,1,0,0,0.8979591836734693,0,0,0.6391836734693878,0,0,1,0,0.19824999999999993
1,0.7115384615384616,0,0,0,1,0.7142857142857142,0,1,0.8057142857142858,0,0,0,1,0.6875
1,0.4615384615384615,0,1,0,0,0.7551020408163265,0,0,0.6620408163265307,0,0,1,1,0.18725
1,0.9615384615384616,0,1,0,0,0.673469387755102,0,0,0.869387755102041,0,0,1,2,0.6254999999999998
1,0.5961538461538463,0,1,0,0,0.7755102040816325,0,0,0.9102040816326531,1,0,0,1,0.3660000000000001
1,0.7884615384615384,1,1,0,0,0.1224489795918367,0,0,0.3289795918367347,0,0,0,3,0.76225
1,0.4615384615384615,0,1,0,0,0.510204081632653,0,0,0.7240816326530612,0,0,1,1,0.027999999999999997
1,0.2115384615384615,1,1,0,0,0.693877551020408,0,0,0.7975510204081633,0,0,0,2,0.40700000000000003
1,0.5576923076923077,0,0,1,0,0.693877551020408,0,0,0.8775510204081634,1,0,0,1,0.7535000000000001
1,0.4230769230769231,1,0,1,0,0.9795918367346936,0,0,0.5918367346938775,0,0,0,1,0.17000000000000007
1,0.4423076923076924,0,0,0,1,0.9183673469387754,0,1,0.8873469387755102,0,0,0,3,0.81475
1,0.0576923076923077,0,0,1,0,0.3265306122448979,0,0,0.5706122448979591,1,0,0,1,0.6970000000000002
1,0.980769230769231,0,1,0,0,0.5714285714285714,0,0,0.5885714285714285,0,0,1,1,0.6035000000000001
1,0.8653846153846155,1,0,0,0,0.0612244897959183,0,1,0.5444897959183674,0,0,0,0,0.8092499999999998
1,0.6153846153846154,0,1,0,0,0.3265306122448979,0,0,0.6506122448979592,1,0,0,0,0.48375
1,0.7115384615384616,0,0,0,1,0.4081632653061224,0,1,0.44326530612244897,0,0,0,1,0.796
1,0.2307692307692308,0,0,0,0,0.6122448979591836,1,0,0.6848979591836735,1,0,0,2,0.36774999999999997
1,0.2884615384615385,0,0,0,0,0.8571428571428571,0,1,0.862857142857143,0,0,1,0,0.27725
1,0.903846153846154,0,0,0,0,0.346938775510204,1,0,0.5787755102040817,1,0,0,2,0.88025
1,0.903846153846154,0,0,0,1,0.8775510204081631,0,1,0.6310204081632653,0,0,0,1,0.704
1,0.25,0,1,0,0,0.0408163265306122,0,0,0.2963265306122449,1,0,0,2,0.8935
1,0.5192307692307693,0,0,1,0,0.9795918367346936,0,0,0.7518367346938775,1,0,0,0,0.5807500000000001
1,0.7500000000000001,1,0,0,0,0.4081632653061224,0,1,0.44326530612244897,0,0,0,0,0.48950000000000005
1,0.576923076923077,1,0,0,0,0.0816326530612244,0,1,0.5526530612244898,0,0,0,2,0.7195000000000001
1,0.0769230769230769,1,0,0,0,0.6326530612244897,0,1,0.5330612244897959,0,0,0,1,0.5097500000000001
1,0.3461538461538461,0,1,0,1,0.673469387755102,0,0,0.46938775510204084,0,0,0,0,0.21699999999999994
1,0.0,0,1,0,1,0.4081632653061224,0,0,0.44326530612244897,0,0,0,1,0.13449999999999993
1,0.576923076923077,0,1,0,0,0.8571428571428571,0,0,0.9428571428571431,0,0,1,1,0.29974999999999996
1,0.5961538461538463,0,0,0,0,0.0408163265306122,0,1,0.3763265306122449,1,0,0,0,0.7024999999999999
1,0.8846153846153847,0,0,0,1,0.4081632653061224,0,1,0.363265306122449,0,0,0,1,0.29974999999999996
1,0.6153846153846154,1,0,0,0,0.6326530612244897,0,1,0.6130612244897959,0,0,0,2,0.5622500000000001
1,0.0769230769230769,0,1,0,1,0.7142857142857142,0,0,0.7257142857142858,0,0,0,0,0.34775
1,0.6153846153846154,1,1,0,0,1.0,0,0,0.8400000000000001,0,0,0,1,0.88225
1,0.3846153846153847,1,0,1,0,0.8571428571428571,0,0,0.6228571428571429,0,0,0,1,0.31300000000000006
1,0.0192307692307692,1,0,0,0,0.4693877551020408,1,0,0.46775510204081633,0,0,0,3,0.419
1,0.9423076923076924,0,0,0,1,0.7142857142857142,1,0,0.5657142857142857,0,0,0,0,0.31300000000000006
1,0.0192307692307692,0,1,0,0,0.4081632653061224,0,0,0.44326530612244897,0,0,1,2,0.45000000000000007
1,0.3461538461538461,0,1,0,1,0.673469387755102,0,0,0.789387755102041,0,0,0,1,0.5229999999999999
1,0.6538461538461539,0,0,1,0,0.836734693877551,0,0,0.6146938775510205,1,0,0,2,0.5770000000000002
1,0.6730769230769232,0,0,0,0,0.0204081632653061,0,1,0.6081632653061226,0,0,1,1,0.8412499999999999
1,0.1153846153846154,0,1,0,0,0.9387755102040816,0,0,0.9755102040816328,0,0,1,0,0.4147500000000001
1,0.6538461538461539,0,0,0,1,0.8775510204081631,1,0,0.7910204081632652,0,0,0,1,0.45975000000000016
1,0.2884615384615385,0,1,0,0,0.693877551020408,0,0,0.6375510204081632,0,0,1,1,0.38125000000000003
1,0.5576923076923077,1,0,1,0,0.2857142857142856,0,0,0.39428571428571424,0,0,0,3,0.5442500000000001
1,0.1346153846153846,1,0,0,0,0.5714285714285714,0,1,0.5885714285714285,0,0,0,0,0.21699999999999994
1,0.5000000000000001,0,0,0,1,0.346938775510204,0,1,0.41877551020408166,0,0,0,2,0.8842499999999999
1,0.826923076923077,1,0,1,0,0.2448979591836734,0,0,0.37795918367346937,0,0,0,1,0.7832500000000002
1,0.3653846153846154,0,1,0,0,0.9183673469387754,0,0,0.8873469387755102,1,0,0,1,0.7174999999999999
1,0.7692307692307693,1,1,0,0,0.5510204081632653,0,0,0.7404081632653061,0,0,0,2,0.7979999999999998
1,0.3653846153846154,0,0,0,0,0.9591836734693876,1,0,0.7436734693877551,1,0,0,0,0.6639999999999999
1,0.2692307692307693,0,0,0,0,0.8571428571428571,0,1,0.6228571428571429,1,0,0,2,0.50675
1,0.0576923076923077,0,0,0,1,0.7346938775510203,1,0,0.49387755102040815,0,0,0,1,0.914
1,0.0384615384615384,1,1,0,0,0.3877551020408162,0,0,0.3551020408163265,0,0,0,3,0.20425
1,0.1538461538461538,0,1,0,0,0.6530612244897959,0,0,0.5412244897959184,0,0,1,3,0.41100000000000014
1,0.8461538461538461,0,0,0,0,0.6122448979591836,0,1,0.6848979591836735,0,0,1,1,0.3485
1,0.1730769230769231,0,0,1,0,1.0,0,0,1.0000000000000002,1,0,0,3,0.8317499999999999
1,0.6346153846153847,1,1,0,0,0.693877551020408,0,0,0.5575510204081633,0,0,0,0,0.82025
1,0.6923076923076924,0,0,0,0,0.4285714285714285,1,0,0.7714285714285716,1,0,0,0,0.67875
1,0.7115384615384616,0,0,0,0,0.0,0,1,0.36000000000000004,0,0,1,0,0.5470000000000002
1,0.980769230769231,0,0,0,1,0.0612244897959183,0,1,0.22448979591836732,0,0,0,1,0.5930000000000001
1,0.8846153846153847,1,0,1,0,0.6122448979591836,0,0,0.6048979591836734,0,0,0,0,0.3922500000000001
1,0.1923076923076924,0,0,0,0,0.9183673469387754,1,0,0.8073469387755101,1,0,0,0,0.34425000000000017
1,1.0,1,1,0,0,0.6326530612244897,0,0,0.8530612244897959,0,0,0,0,0.47325000000000006
1,0.7692307692307693,0,1,0,0,0.8571428571428571,0,0,0.7828571428571429,0,0,1,1,0.27175
1,0.730769230769231,0,0,0,1,0.510204081632653,0,1,0.6440816326530612,0,0,0,1,0.44250000000000006
1,0.1538461538461538,1,0,0,0,0.1632653061224489,0,1,0.26530612244897955,0,0,0,0,0.90625
1,0.3653846153846154,0,0,0,0,0.5510204081632653,0,1,0.8204081632653062,1,0,0,1,0.67275
1,0.5000000000000001,1,0,0,0,0.3877551020408162,0,1,0.43510204081632653,0,0,0,0,0.29550000000000015
1,1.0,0,0,1,0,0.1632653061224489,0,0,0.5853061224489797,1,0,0,2,0.6172500000000001
1,0.6730769230769232,1,1,0,0,0.9591836734693876,0,0,0.6636734693877551,0,0,0,1,0.6415
1,0.7115384615384616,0,0,0,1,0.2244897959183673,1,0,0.2897959183673469,0,0,0,2,0.49950000000000006
1,0.6153846153846154,1,0,0,0,0.5714285714285714,1,0,0.6685714285714286,0,0,0,0,0.6329999999999999
1,0.6153846153846154,0,1,0,0,0.5306122448979591,0,0,0.8122448979591839,1,0,0,0,0.73775
1,0.3846153846153847,0,0,1,0,0.8775510204081631,0,0,0.5510204081632653,1,0,0,1,0.714
1,0.8846153846153847,1,0,0,0,0.6326530612244897,0,1,0.4530612244897959,0,0,0,0,0.66
1,0.0192307692307692,0,1,0,0,0.2040816326530612,0,0,0.5216326530612245,1,0,0,1,0.671
1,0.4230769230769231,0,0,0,1,0.8775510204081631,0,1,0.7910204081632652,0,0,0,0,0.719
1,0.7500000000000001,0,1,0,0,0.9183673469387754,0,0,0.8873469387755102,1,0,0,0,0.42675000000000013
1,0.5000000000000001,0,1,0,0,1.0,0,0,0.6000000000000001,1,0,0,1,0.4155000000000001
1,0.5961538461538463,0,1,0,0,0.8979591836734693,0,0,0.6391836734693878,1,0,0,1,0.43550000000000005
1,0.4807692307692308,0,1,0,0,0.9591836734693876,0,0,0.6636734693877551,1,0,0,0,0.452
1,0.1153846153846154,0,1,0,0,0.510204081632653,0,0,0.7240816326530612,1,0,0,1,0.9027499999999999
1,0.0384615384615384,0,0,0,1,0.4081632653061224,0,1,0.6032653061224491,0,0,0,1,0.661
1,0.1153846153846154,0,1,0,1,0.9795918367346936,0,0,0.9918367346938777,0,0,0,3,0.6522500000000001
1,0.5000000000000001,0,0,0,1,0.2448979591836734,0,1,0.5379591836734694,0,0,0,0,0.4072500000000001
1,0.1923076923076924,1,1,0,0,0.9183673469387754,0,0,0.8873469387755102,0,0,0,0,0.42575
1,0.2307692307692308,0,0,0,1,0.836734693877551,0,1,0.8546938775510204,0,0,0,1,0.7585
1,0.6538461538461539,0,1,0,0,0.4897959183673469,0,0,0.3959183673469388,1,0,0,1,0.16874999999999998
1,0.4807692307692308,1,0,0,0,0.4897959183673469,0,1,0.5559183673469388,0,0,0,0,0.9495
1,0.4807692307692308,1,0,0,0,0.2244897959183673,1,0,0.36979591836734693,0,0,0,1,0.6767499999999999
1,0.4038461538461538,0,1,0,0,0.0612244897959183,0,0,0.30448979591836733,1,0,0,1,0.4714999999999999
1,0.9615384615384616,0,0,0,0,0.7551020408163265,1,0,0.8220408163265307,1,0,0,1,0.70225
1,0.9615384615384616,1,1,0,0,0.836734693877551,0,0,0.8546938775510204,0,0,0,1,0.5657500000000002
1,0.5961538461538463,0,0,1,0,0.5918367346938774,0,0,0.436734693877551,1,0,0,1,0.64525
1,0.8653846153846155,0,1,0,0,1.0,0,0,0.9200000000000002,0,0,1,0,0.42200000000000004
1,0.730769230769231,0,0,0,0,0.8979591836734693,0,1,0.8791836734693879,1,0,0,1,0.7695000000000001
1,0.3653846153846154,1,0,1,0,0.6530612244897959,0,0,0.7012244897959183,0,0,0,0,0.31050000000000016
1,0.2307692307692308,0,0,1,0,0.4897959183673469,0,0,0.4759183673469388,1,0,0,1,0.16100000000000003
1,0.0192307692307692,0,0,0,1,0.4897959183673469,1,0,0.5559183673469388,0,0,0,1,0.2822500000000001
1,0.1153846153846154,0,0,0,1,0.8775510204081631,0,1,0.6310204081632653,0,0,0,1,0.8412499999999999
1,0.6538461538461539,1,1,0,0,0.4081632653061224,0,0,0.6032653061224491,0,0,0,2,0.4575
1,0.8653846153846155,0,0,0,1,0.6122448979591836,1,0,0.6848979591836735,0,0,0,1,0.44500000000000006
1,0.3653846153846154,0,0,0,0,0.9387755102040816,0,1,0.5755102040816327,1,0,0,1,0.2905
1,0.3846153846153847,0,1,0,0,0.2653061224489795,0,0,0.4661224489795918,0,0,1,1,0.40600000000000014
1,0.326923076923077,0,0,0,0,0.3265306122448979,1,0,0.4106122448979592,1,0,0,0,0.9570000000000001
1,0.1923076923076924,0,0,0,0,0.0408163265306122,0,1,0.21632653061224488,0,0,1,0,0.6612499999999999
1,0.2307692307692308,0,1,0,0,0.836734693877551,0,0,0.5346938775510204,0,0,1,2,0.74775
1,0.980769230769231,0,1,0,0,0.4285714285714285,0,0,0.37142857142857144,0,0,1,1,0.32725000000000015
1,0.4423076923076924,0,1,0,1,0.4081632653061224,0,0,0.44326530612244897,0,0,0,1,0.6005
1,0.8653846153846155,1,1,0,0,0.4081632653061224,0,0,0.44326530612244897,0,0,0,2,0.71775
1,0.326923076923077,0,1,0,0,0.7959183673469387,0,0,0.5183673469387755,1,0,0,1,0.44250000000000006
1,0.3461538461538461,1,0,0,0,0.0,0,1,0.44000000000000006,0,0,0,2,0.32000000000000006
1,0.1346153846153846,0,1,0,0,1.0,0,0,0.76,0,0,1,3,0.6467499999999999
1,0.7692307692307693,0,0,0,0,0.7755102040816325,0,1,0.590204081632653,1,0,0,1,0.39025
1,0.1730769230769231,0,0,0,0,0.673469387755102,0,1,0.6293877551020408,1,0,0,1,0.5992499999999998
1,0.903846153846154,0,0,0,1,0.5714285714285714,0,1,0.6685714285714286,0,0,0,1,0.24875000000000008
1,0.6923076923076924,0,0,0,0,0.6122448979591836,0,1,0.8448979591836736,0,0,1,1,0.3425000000000001
1,0.6923076923076924,1,1,0,0,0.1428571428571428,0,0,0.5771428571428572,0,0,0,1,0.42825
1,0.7884615384615384,1,0,0,0,0.0816326530612244,0,1,0.4726530612244898,0,0,0,2,0.19674999999999998
1,0.4615384615384615,1,0,0,0,0.1224489795918367,0,1,0.4089795918367347,0,0,0,2,0.23399999999999985
1,0.5384615384615385,0,0,0,0,0.5918367346938774,1,0,0.5967346938775511,1,0,0,3,0.46125000000000005
1,0.2884615384615385,0,0,0,0,0.2653061224489795,0,1,0.3861224489795918,1,0,0,1,0.44625000000000004
1,0.3076923076923077,0,0,0,1,0.0816326530612244,1,0,0.4726530612244898,0,0,0,1,0.36500000000000005
1,0.1730769230769231,1,0,1,0,0.0408163265306122,0,0,0.2963265306122449,0,0,0,2,0.26149999999999995
1,0.6538461538461539,0,1,0,0,0.9183673469387754,0,0,0.9673469387755103,0,0,1,1,0.04675
1,0.2115384615384615,0,1,0,0,0.0612244897959183,0,0,0.5444897959183674,1,0,0,1,0.3642500000000001
1,0.6923076923076924,0,0,0,1,0.836734693877551,0,1,0.9346938775510205,0,0,0,1,0.56825
1,0.1346153846153846,1,0,0,0,0.5918367346938774,0,1,0.436734693877551,0,0,0,1,0.34950000000000003
1,0.4423076923076924,0,0,0,1,0.7346938775510203,1,0,0.49387755102040815,0,0,0,0,0.33625000000000005
1,0.6730769230769232,0,0,1,0,0.0204081632653061,0,0,0.20816326530612245,1,0,0,0,0.3314999999999998
1,0.6730769230769232,0,0,0,1,0.5918367346938774,0,1,0.516734693877551,0,0,0,0,0.28474999999999995
1,0.0576923076923077,0,1,0,0,0.9387755102040816,0,0,0.7355102040816326,0,0,1,0,0.41850000000000015
1,0.826923076923077,1,1,0,0,0.4081632653061224,0,0,0.44326530612244897,0,0,0,0,0.5902499999999999
1,0.8846153846153847,0,0,0,0,0.1632653061224489,1,0,0.5053061224489797,1,0,0,1,0.71325
1,0.6346153846153847,1,0,0,0,0.2244897959183673,1,0,0.529795918367347,0,0,0,0,0.45275
1,0.2692307692307693,0,1,0,0,0.0612244897959183,0,0,0.5444897959183674,0,0,1,1,0.76975
1,0.3846153846153847,0,0,0,0,0.183673469387755,0,1,0.273469387755102,1,0,0,3,0.3689999999999999
1,0.7692307692307693,1,1,0,0,0.510204081632653,0,0,0.7240816326530612,0,0,0,3,0.34175000000000005
1,0.2692307692307693,0,0,0,0,0.7959183673469387,1,0,0.7583673469387755,1,0,0,0,0.18875000000000008
1,0.5384615384615385,0,1,0,0,0.673469387755102,0,0,0.7093877551020409,0,0,1,3,0.605
1,0.4038461538461538,0,0,0,1,0.6122448979591836,0,1,0.4448979591836735,0,0,0,2,0.24699999999999994
1,0.0192307692307692,0,0,0,1,0.0,1,0,0.6000000000000001,0,0,0,2,0.5015000000000001
1,0.6153846153846154,0,1,0,0,0.0816326530612244,0,0,0.6326530612244898,0,0,1,1,0.2917500000000002
1,0.3461538461538461,0,1,0,0,0.0612244897959183,0,0,0.5444897959183674,1,0,0,1,0.7645000000000002
1,0.903846153846154,0,0,1,0,0.9591836734693876,0,0,0.6636734693877551,1,0,0,3,0.32750000000000007
1,0.8846153846153847,1,0,0,0,0.5714285714285714,0,1,0.5085714285714287,0,0,0,1,0.6020000000000001
1,0.5384615384615385,0,0,0,1,0.2244897959183673,1,0,0.689795918367347,0,0,0,0,0.14574999999999994
1,0.3461538461538461,1,0,0,0,0.5714285714285714,0,1,0.4285714285714286,0,0,0,2,0.44000000000000006
1,0.6346153846153847,0,0,0,1,0.2857142857142856,0,1,0.39428571428571424,0,0,0,1,0.4455000000000002
1,0.6346153846153847,1,0,1,0,0.673469387755102,0,0,0.6293877551020408,0,0,0,1,0.52275
1,0.3846153846153847,0,0,0,0,0.8163265306122448,1,0,0.766530612244898,1,0,0,1,0.647
1,0.7884615384615384,0,0,0,1,0.8163265306122448,0,1,0.686530612244898,0,0,0,1,0.41350000000000015
1,0.7500000000000001,0,0,0,1,0.7755102040816325,0,1,0.750204081632653,0,0,0,1,0.73775
1,0.6923076923076924,1,0,0,0,0.6326530612244897,0,1,0.7730612244897959,0,0,0,3,0.56275
1,0.1346153846153846,0,1,0,1,0.5714285714285714,0,0,0.5885714285714285,0,0,0,2,0.37775000000000003
1,0.980769230769231,0,1,0,0,0.2857142857142856,0,0,0.3142857142857143,1,0,0,2,0.5115
1,0.7500000000000001,1,0,0,0,0.6530612244897959,0,1,0.46122448979591835,0,0,0,0,0.1235
1,1.0,0,0,0,1,0.346938775510204,0,1,0.6587755102040818,0,0,0,2,0.2635000000000001
1,0.1153846153846154,0,0,0,0,0.693877551020408,1,0,0.8775510204081634,1,0,0,1,0.72
1,0.9423076923076924,0,1,0,0,0.4897959183673469,0,0,0.7159183673469389,0,0,1,1,0.30500000000000005
1,0.1153846153846154,0,1,0,0,0.1020408163265306,0,0,0.4808163265306123,0,0,1,0,0.6072500000000001
1,0.8461538461538461,0,0,0,0,0.3265306122448979,0,1,0.7306122448979593,1,0,0,1,0.3782499999999999
1,0.7500000000000001,1,1,0,0,0.3265306122448979,0,0,0.49061224489795924,0,0,0,1,0.5154999999999998
1,0.7115384615384616,1,0,0,0,0.8775510204081631,1,0,0.6310204081632653,0,0,0,2,0.4847500000000001
1,0.5192307692307693,1,0,1,0,0.1020408163265306,0,0,0.4808163265306123,0,0,0,0,0.14750000000000008
1,0.980769230769231,1,1,0,0,0.8979591836734693,0,0,0.7991836734693878,0,0,0,0,0.7460000000000001
1,0.9423076923076924,1,0,0,0,0.1224489795918367,0,1,0.24897959183673468,0,0,0,0,0.7160000000000001
1,0.2307692307692308,1,0,0,0,0.2040816326530612,0,1,0.3616326530612245,0,0,0,0,0.8057500000000002
1,0.1153846153846154,1,0,1,0,0.8163265306122448,0,0,0.6065306122448979,0,0,0,0,0.5885
1,0.8461538461538461,0,0,0,1,0.4693877551020408,0,1,0.7877551020408164,0,0,0,2,0.24899999999999986
1,0.4807692307692308,0,1,0,0,0.4081632653061224,0,0,0.683265306122449,1,0,0,0,0.48975000000000013
1,0.326923076923077,0,0,0,0,0.4693877551020408,0,1,0.3877551020408163,0,0,1,1,0.38500000000000006
1,0.1923076923076924,0,1,0,0,0.1428571428571428,0,0,0.33714285714285713,0,0,1,2,0.20574999999999993
1,0.2692307692307693,1,0,0,0,0.2244897959183673,0,1,0.529795918367347,0,0,0,1,0.3950000000000001
1,0.4038461538461538,0,0,0,0,0.9591836734693876,1,0,0.823673469387755,1,0,0,2,0.4747500000000001
1,0.1923076923076924,1,0,0,0,0.1020408163265306,0,1,0.32081632653061226,0,0,0,3,0.7120000000000002
1,0.5576923076923077,0,0,0,0,0.2653061224489795,0,1,0.546122448979592,1,0,0,3,0.8374999999999999
1,0.0384615384615384,0,1,0,0,0.673469387755102,0,0,0.46938775510204084,0,0,1,1,0.72275
1,0.8653846153846155,1,1,0,0,0.2244897959183673,0,0,0.36979591836734693,0,0,0,2,0.34824999999999995
1,0.1346153846153846,1,0,1,0,0.2040816326530612,0,0,0.2816326530612245,0,0,0,1,0.20350000000000013
1,0.2115384615384615,0,0,0,1,0.0816326530612244,1,0,0.39265306122448984,0,0,0,0,0.4265
1,0.6153846153846154,1,1,0,0,0.4897959183673469,0,0,0.6359183673469389,0,0,0,1,0.7385000000000002
1,0.0,1,1,0,0,0.2040816326530612,0,0,0.2816326530612245,0,0,0,1,0.33324999999999994
1,1.0,1,0,0,0,0.5306122448979591,1,0,0.4922448979591837,0,0,0,2,0.6179999999999999
1,0.9230769230769232,0,0,0,1,0.8571428571428571,0,1,0.5428571428571429,0,0,0,0,0.7029999999999998
1,0.1923076923076924,0,1,0,0,0.346938775510204,0,0,0.41877551020408166,1,0,0,1,0.19050000000000014
1,0.6923076923076924,0,0,0,1,0.6326530612244897,0,1,0.8530612244897959,0,0,0,0,0.5022500000000001
1,0.0192307692307692,0,1,0,0,0.5306122448979591,0,0,0.4922448979591837,1,0,0,3,0.7962499999999999
1,0.0384615384615384,0,0,0,0,0.4693877551020408,0,1,0.7077551020408164,1,0,0,2,0.4072500000000001
1,0.4807692307692308,0,0,0,0,0.6122448979591836,0,1,0.5248979591836735,0,0,1,1,0.5947500000000001
1,0.3846153846153847,0,0,1,0,0.7755102040816325,0,0,0.750204081632653,1,0,0,0,0.43200000000000005
1,0.6153846153846154,0,1,0,1,0.7142857142857142,0,0,0.7257142857142858,0,0,0,1,0.4025000000000001
1,0.8846153846153847,1,1,0,0,0.0816326530612244,0,0,0.23265306122448978,0,0,0,1,0.5285000000000001
1,0.5961538461538463,0,1,0,0,0.9387755102040816,0,0,0.9755102040816328,0,0,1,0,0.2282499999999999
1,0.5576923076923077,0,1,0,0,0.5714285714285714,0,0,0.6685714285714286,1,0,0,3,0.37375
1,0.3461538461538461,0,1,0,0,0.8571428571428571,0,0,0.9428571428571431,0,0,1,1,0.7029999999999998
1,0.7115384615384616,0,0,1,0,0.7959183673469387,0,0,0.5983673469387756,1,0,0,0,0.74775
1,0.1346153846153846,0,0,0,1,0.0612244897959183,0,1,0.38448979591836735,0,0,0,1,0.38399999999999984
1,0.6730769230769232,1,0,0,0,0.7755102040816325,0,1,0.830204081632653,0,0,0,2,0.7545000000000001
